"survived","passengerid","title_surname_survival","pclass","sex","age","age_bucket","fare","fare_bucket","title_grouping","is_woman_boy","family_size","is_one_family","is_mix_group","is_alone","cabin_level","embarked"
1,370,0,1,1,"24","2","69.3","3",1,1,1,0,1,0,1,1
1,371,0,1,0,"25","2","55.4417","2",3,0,2,1,0,0,4,1
0,372,0,3,0,"18","1","6.4958","0",3,0,2,0,0,1,6,0
0,373,0,3,0,"19","1","8.05","0",3,0,1,0,0,1,6,0
0,374,0,1,0,"22","2","135.6333","3",3,0,1,0,1,0,2,1
0,375,0,3,1,"3","0","21.075","0",2,1,5,1,0,0,6,0
1,376,0,1,1,"42.89","4","82.1708","3",1,1,2,1,0,0,2,1
1,377,0,3,1,"22","2","7.25","0",2,1,1,0,0,1,6,0
0,378,0,1,0,"27","2","211.5","3",3,0,3,0,1,0,2,1
0,379,0,3,0,"20","2","4.0125","0",3,0,1,0,0,1,5,1
0,380,0,3,0,"19","1","7.775","0",3,0,1,0,0,1,6,0
1,381,0,1,1,"42","4","227.525","4",2,1,1,0,1,0,2,1
1,382,1,3,1,"1","0","15.7417","0",2,1,3,1,0,0,5,1
0,383,0,3,0,"32","3","7.925","0",3,0,1,0,0,1,6,0
1,384,0,1,1,"35","3","52","2",1,1,2,1,0,0,2,0
0,385,0,3,0,"28.32","2","7.8958","0",3,0,1,0,0,1,6,0
0,386,0,2,0,"18","1","73.5","0",3,0,1,0,1,0,5,0
0,387,0,3,0,"1","0","46.9","0",0,1,8,1,0,0,6,0
1,388,0,2,1,"36","3","13","1",2,1,1,0,0,1,5,0
0,389,0,3,0,"28.32","2","7.7292","0",3,0,1,0,0,1,5,2
1,390,0,2,1,"17","1","12","1",2,1,1,0,0,1,3,1
1,391,0,1,0,"36","3","120","2",3,0,4,1,0,0,1,0
1,392,0,3,0,"21","2","7.7958","0",3,0,1,0,0,1,6,0
0,393,0,3,0,"28","2","7.925","0",3,0,3,0,0,1,6,0
1,394,1,1,1,"23","2","113.275","3",2,1,3,1,0,0,3,1
1,395,1,3,1,"24","2","16.7","0",1,1,3,1,0,0,6,0
0,396,0,3,0,"22","2","7.7958","0",3,0,1,0,0,1,6,0
0,397,0,3,1,"31","3","7.8542","0",2,1,1,0,0,1,6,0
0,398,0,2,0,"46","4","26","1",3,0,1,0,1,0,5,0
0,399,0,2,0,"23","2","10.5","0",3,0,1,0,0,1,5,0
1,400,0,2,1,"28","2","12.65","1",1,1,1,0,0,1,5,0
1,401,0,3,0,"39","3","7.925","0",3,0,1,0,0,1,6,0
0,402,0,3,0,"26","2","8.05","0",3,0,1,0,0,1,6,0
0,403,0,3,1,"21","2","9.825","0",2,1,2,0,0,1,6,0
0,404,0,3,0,"28","2","15.85","0",3,0,2,1,0,0,6,0
0,405,0,3,1,"20","2","8.6625","0",2,1,1,0,0,1,6,0
0,406,0,2,0,"34","3","21","0",3,0,2,1,0,0,5,0
0,407,0,3,0,"51","5","7.75","0",3,0,1,0,0,1,6,0
1,408,1,2,0,"3","0","18.75","0",0,1,6,1,0,0,5,0
0,409,0,3,0,"21","2","7.775","0",3,0,1,0,0,1,6,0
0,410,0,3,1,"17.36","1","25.4667","0",2,1,5,1,0,0,6,0
0,411,0,3,0,"28.32","2","7.8958","0",3,0,1,0,0,1,6,0
0,412,0,3,0,"28.32","2","6.8583","0",3,0,1,0,0,1,5,2
1,413,1,1,1,"33","3","90","2",2,1,3,1,0,0,2,2
0,414,0,2,0,"32.91","3","0","0",3,0,1,0,1,0,5,0
1,415,0,3,0,"44","4","7.925","0",3,0,1,0,0,1,6,0
0,416,0,3,1,"32.33","3","8.05","0",1,1,1,0,0,1,6,0
1,417,1,2,1,"34","3","32.5","0",1,1,3,1,0,0,5,0
1,418,0,2,1,"18","1","13","1",2,1,3,0,0,1,5,0
0,419,0,2,0,"30","3","13","1",3,0,1,0,0,1,5,0
0,420,0,3,1,"10","1","24.15","0",2,1,3,1,0,0,6,0
0,421,0,3,0,"28.32","2","7.8958","0",3,0,1,0,0,1,5,1
0,422,0,3,0,"21","2","7.7333","0",3,0,1,0,0,1,5,2
0,423,0,3,0,"29","2","7.875","0",3,0,1,0,0,1,6,0
0,424,0,3,1,"28","2","14.4","0",1,1,3,1,0,0,6,0
0,425,0,3,0,"18","1","20.2125","0",3,0,3,1,0,0,6,0
0,426,0,3,0,"28.32","2","7.25","0",3,0,1,0,0,1,6,0
1,427,0,2,1,"28","2","26","1",1,1,2,1,0,0,5,0
1,428,1,2,1,"19","1","26","1",2,1,1,0,1,0,5,0
0,429,0,3,0,"28.32","2","7.75","0",3,0,1,0,0,1,5,2
1,430,0,3,0,"32","3","8.05","0",3,0,1,0,0,1,4,0
1,431,0,1,0,"28","2","26.55","2",3,0,1,0,0,1,2,0
1,432,0,3,1,"32.33","3","16.1","0",1,1,2,1,0,0,6,0
1,433,0,2,1,"42","4","26","1",1,1,2,1,0,0,5,0
0,434,0,3,0,"17","1","7.125","0",3,0,1,0,0,1,6,0
0,435,0,1,0,"50","5","55.9","2",3,0,2,1,0,0,4,0
1,436,1,1,1,"14","1","120","2",2,1,4,1,0,0,1,0
0,437,0,3,1,"21","2","34.375","0",2,1,5,1,0,0,6,0
1,438,1,2,1,"24","2","18.75","0",1,1,6,1,0,0,5,0
0,439,0,1,0,"64","6","263","3",3,0,6,1,0,0,2,0
0,440,0,2,0,"31","3","10.5","0",3,0,1,0,0,1,5,0
1,441,1,2,1,"45","4","26.25","0",1,1,3,1,0,0,5,0
0,442,0,3,0,"20","2","9.5","0",3,0,1,0,0,1,6,0
0,443,0,3,0,"25","2","7.775","0",3,0,2,0,0,1,6,0
1,444,0,2,1,"28","2","13","1",1,1,1,0,0,1,5,0
1,445,0,3,0,"28.32","2","8.1125","0",3,0,1,0,0,1,6,0
1,446,1,1,0,"4","0","81.8583","2",0,1,3,1,0,0,0,0
1,447,1,2,1,"13","1","19.5","0",2,1,2,1,0,0,5,0
1,448,0,1,0,"34","3","26.55","2",3,0,1,0,0,1,2,0
1,449,1,3,1,"5","0","19.2583","0",2,1,4,1,0,0,5,1
1,450,0,1,0,"52","5","30.5","2",3,0,1,0,0,1,2,0
0,451,0,2,0,"36","3","27.75","0",3,0,4,1,0,0,5,0
0,452,0,3,0,"28.32","2","19.9667","1",3,0,2,0,0,1,6,0
0,453,0,1,0,"30","3","27.75","2",3,0,1,0,0,1,2,1
1,454,0,1,0,"49","4","89.1042","4",3,0,2,1,0,0,2,1
0,455,0,3,0,"28.32","2","8.05","0",3,0,1,0,0,1,6,0
1,456,0,3,0,"29","2","7.8958","0",3,0,1,0,0,1,5,1
0,457,0,1,0,"65","6","26.55","2",3,0,1,0,0,1,4,0
1,458,0,1,1,"42.89","4","51.8625","2",1,1,2,1,0,0,3,0
1,459,0,2,1,"50","5","10.5","0",2,1,1,0,0,1,5,0
0,460,0,3,0,"28.32","2","7.75","0",3,0,1,0,0,1,5,2
1,461,0,1,0,"48","4","26.55","2",3,0,1,0,0,1,4,0
0,462,0,3,0,"34","3","8.05","0",3,0,1,0,0,1,6,0
0,463,0,1,0,"47","4","38.5","3",3,0,1,0,0,1,4,0
0,464,0,2,0,"48","4","13","1",3,0,1,0,0,1,5,0
0,465,0,3,0,"28.32","2","8.05","0",3,0,1,0,0,1,6,0
0,466,0,3,0,"38","3","7.05","0",3,0,1,0,0,1,6,0
0,467,0,2,0,"32.91","3","0","0",3,0,1,0,1,0,5,0
0,468,0,1,0,"56","5","26.55","2",3,0,1,0,0,1,2,0
0,469,0,3,0,"28.32","2","7.725","0",3,0,1,0,0,1,5,2
1,470,1,3,1,"0.75","0","19.2583","0",2,1,4,1,0,0,5,1
0,471,0,3,0,"28.32","2","7.25","0",3,0,1,0,0,1,6,0
0,472,0,3,0,"38","3","8.6625","0",3,0,1,0,0,1,6,0
1,473,1,2,1,"33","3","27.75","0",1,1,4,1,0,0,5,0
1,474,0,2,1,"23","2","13.7917","1",1,1,1,0,0,1,3,1
0,475,0,3,1,"22","2","9.8375","0",2,1,1,0,0,1,6,0
0,476,0,1,0,"42.20","4","52","2",3,0,1,0,1,0,0,0
0,477,0,2,0,"34","3","21","0",3,0,4,1,0,0,5,0
0,478,0,3,0,"29","2","7.0458","0",3,0,2,0,0,1,6,0
0,479,0,3,0,"22","2","7.5208","0",3,0,1,0,0,1,6,0
1,480,1,3,1,"2","0","12.2875","0",2,1,3,1,0,0,6,0
0,481,0,3,0,"9","0","46.9","0",0,1,8,1,0,0,6,0
0,482,0,2,0,"32.91","3","0","0",3,0,1,0,0,1,5,0
0,483,0,3,0,"50","5","8.05","0",3,0,1,0,0,1,6,0
1,484,0,3,1,"63","6","9.5875","0",1,1,1,0,0,1,6,0
1,485,0,1,0,"25","2","91.0792","4",3,0,2,1,0,0,1,1
0,486,0,3,1,"17.36","1","25.4667","0",2,1,5,1,0,0,6,0
1,487,0,1,1,"35","3","90","4",1,1,2,1,0,0,2,0
0,488,0,1,0,"58","5","29.7","2",3,0,1,0,0,1,1,1
0,489,0,3,0,"30","3","8.05","0",3,0,1,0,0,1,6,0
1,490,1,3,0,"9","0","15.9","0",0,1,3,1,0,0,6,0
0,491,0,3,0,"28.32","2","19.9667","1",3,0,2,0,0,1,6,0
0,492,0,3,0,"21","2","7.25","0",3,0,1,0,0,1,6,0
0,493,0,1,0,"55","5","30.5","2",3,0,1,0,0,1,2,0
0,494,0,1,0,"71","7","49.5042","4",3,0,1,0,0,1,2,1
0,495,0,3,0,"21","2","8.05","0",3,0,1,0,0,1,6,0
0,496,0,3,0,"28.32","2","14.4583","0",3,0,1,0,1,0,5,1
1,497,0,1,1,"54","5","78.2667","3",2,1,2,0,1,0,3,1
0,498,0,3,0,"28.32","2","15.1","0",3,0,1,0,1,0,6,0
0,499,0,1,1,"25","2","151.55","2",1,1,4,0,1,0,2,0
0,500,0,3,0,"24","2","7.7958","0",3,0,1,0,0,1,6,0
0,501,0,3,0,"17","1","8.6625","0",3,0,1,0,0,1,6,0
0,502,0,3,1,"21","2","7.75","0",2,1,1,0,0,1,5,2
0,503,0,3,1,"17.36","1","7.6292","0",2,1,1,0,0,1,5,2
0,504,0,3,1,"37","3","9.5875","0",2,1,1,0,0,1,6,0
1,505,0,1,1,"16","1","86.5","2",2,1,1,0,1,0,1,0
0,506,0,1,0,"18","1","108.9","3",3,0,2,0,1,0,2,1
1,507,1,2,1,"33","3","26","0",1,1,3,1,0,0,5,0
1,508,0,1,0,"42.20","4","26.55","2",3,0,1,0,0,1,2,0
0,509,0,3,0,"28","2","22.525","0",3,0,1,0,1,0,6,0
1,510,0,3,0,"26","2","56.4958","0",3,0,1,0,1,0,6,0
1,511,0,3,0,"29","2","7.75","0",3,0,1,0,0,1,5,2
0,512,0,3,0,"28.32","2","8.05","0",3,0,1,0,0,1,6,0
1,513,0,1,0,"36","3","26.2875","2",3,0,1,0,0,1,4,0
1,514,0,1,1,"54","5","59.4","2",1,1,2,1,0,0,2,1
0,515,0,3,0,"24","2","7.4958","0",3,0,1,0,0,1,6,0
0,516,0,1,0,"47","4","34.0208","3",3,0,1,0,0,1,3,0
1,517,0,2,1,"34","3","10.5","0",1,1,1,0,0,1,5,0
0,518,0,3,0,"28.32","2","24.15","0",3,0,1,0,1,0,5,2
1,519,0,2,1,"36","3","26","1",1,1,2,1,0,0,5,0
0,520,0,3,0,"32","3","7.8958","0",3,0,1,0,0,1,6,0
1,521,0,1,1,"30","3","93.5","2",2,1,1,0,1,0,1,0
0,522,0,3,0,"22","2","7.8958","0",3,0,1,0,0,1,6,0
0,523,0,3,0,"28.32","2","7.225","0",3,0,1,0,0,1,5,1
1,524,1,1,1,"44","4","57.9792","2",1,1,2,1,0,0,1,1
0,525,0,3,0,"28.32","2","7.2292","0",3,0,1,0,0,1,5,1
0,526,0,3,0,"40.5","4","7.75","0",3,0,1,0,0,1,5,2
1,527,0,2,1,"50","5","10.5","0",2,1,1,0,0,1,5,0
0,528,0,1,0,"42.20","4","221.7792","5",3,0,1,0,1,0,2,0
0,529,0,3,0,"39","3","7.925","0",3,0,1,0,0,1,6,0
0,530,0,2,0,"23","2","11.5","1",3,0,4,0,0,1,5,0
1,531,1,2,1,"2","0","26","0",2,1,3,1,0,0,5,0
0,532,0,3,0,"28.32","2","7.2292","0",3,0,1,0,0,1,5,1
0,533,0,3,0,"17","1","7.2292","0",3,0,3,0,0,1,5,1
1,534,1,3,1,"32.33","3","22.3583","0",1,1,3,1,0,0,5,1
0,535,0,3,1,"30","3","8.6625","0",2,1,1,0,0,1,6,0
1,536,1,2,1,"7","0","26.25","0",2,1,3,1,0,0,5,0
0,537,0,1,0,"45","4","26.55","2",3,0,1,0,0,1,1,0
1,538,0,1,1,"30","3","106.425","3",2,1,1,0,1,0,2,1
0,539,0,3,0,"28.32","2","14.5","0",3,0,1,1,0,0,6,0
1,540,0,1,1,"22","2","49.5","4",2,1,3,0,0,1,1,1
1,541,1,1,1,"36","3","71","3",2,1,3,1,0,0,1,0
0,542,0,3,1,"9","0","31.275","0",2,1,7,1,0,0,6,0
0,543,0,3,1,"11","1","31.275","0",2,1,7,1,0,0,6,0
1,544,0,2,0,"32","3","26","1",3,0,2,1,0,0,5,0
0,545,0,1,0,"50","5","106.425","3",3,0,2,0,1,0,2,1
0,546,0,1,0,"64","6","26","2",3,0,1,0,0,1,2,0
1,547,0,2,1,"19","1","26","1",1,1,2,1,0,0,5,0
1,548,0,2,0,"32.91","3","13.8625","1",3,0,1,0,0,1,3,1
0,549,0,3,0,"33","3","20.525","0",3,0,3,1,0,0,6,0
1,550,1,2,0,"8","0","36.75","0",0,1,3,0,1,0,5,0
1,551,0,1,0,"17","1","110.8833","2",3,0,3,0,1,0,2,1
0,552,0,2,0,"27","2","26","1",3,0,1,0,1,0,5,0
0,553,0,3,0,"28.32","2","7.8292","0",3,0,1,0,0,1,5,2
1,554,0,3,0,"22","2","7.225","0",3,0,1,0,0,1,5,1
1,555,0,3,1,"22","2","7.775","0",2,1,1,0,0,1,6,0
0,556,0,1,0,"62","6","26.55","2",3,0,1,0,0,1,2,0
1,557,0,1,1,"48","4","39.6","3",1,1,2,0,0,1,0,1
0,558,0,1,0,"42.20","4","227.525","4",3,0,1,0,1,0,2,1
1,559,1,1,1,"39","3","79.65","2",1,1,3,1,0,0,4,0
1,560,0,3,1,"36","3","17.4","0",1,1,2,1,0,0,6,0
0,561,0,3,0,"28.32","2","7.75","0",3,0,1,0,0,1,5,2
0,562,0,3,0,"40","4","7.8958","0",3,0,1,0,0,1,6,0
0,563,0,2,0,"28","2","13.5","1",3,0,1,0,0,1,5,0
0,564,0,3,0,"28.32","2","8.05","0",3,0,1,0,0,1,6,0
0,565,0,3,1,"17.36","1","8.05","0",2,1,1,0,0,1,6,0
0,566,0,3,0,"24","2","24.15","0",3,0,3,0,1,0,6,0
0,567,0,3,0,"19","1","7.8958","0",3,0,1,0,0,1,6,0
0,568,0,3,1,"29","2","21.075","0",1,1,5,1,0,0,6,0
0,569,0,3,0,"28.32","2","7.2292","0",3,0,1,0,0,1,5,1
1,570,0,3,0,"32","3","7.8542","0",3,0,1,0,0,1,6,0
1,571,0,2,0,"62","6","10.5","0",3,0,1,0,0,1,5,0
1,572,0,1,1,"53","5","51.4792","2",1,1,3,0,1,0,2,0
1,573,0,1,0,"36","3","26.3875","2",3,0,1,0,0,1,4,0
1,574,1,3,1,"17.36","1","7.75","0",2,1,1,0,0,1,5,2
0,575,0,3,0,"16","1","8.05","0",3,0,1,0,0,1,6,0
0,576,0,3,0,"19","1","14.5","0",3,0,1,0,1,0,6,0
1,577,0,2,1,"34","3","13","1",2,1,1,0,0,1,5,0
1,578,0,1,1,"39","3","55.9","2",1,1,2,1,0,0,4,0
0,579,0,3,1,"32.33","3","14.4583","0",1,1,2,1,0,0,5,1
1,580,0,3,0,"32","3","7.925","0",3,0,1,0,0,1,6,0
1,581,1,2,1,"25","2","30","1",2,1,3,1,0,0,5,0
1,582,0,1,1,"39","3","110.8833","2",1,1,3,0,1,0,2,1
0,583,0,2,0,"54","5","26","1",3,0,1,0,1,0,5,0
0,584,0,1,0,"36","3","40.125","3",3,0,1,0,0,1,0,1
0,585,0,3,0,"28.32","2","8.7125","0",3,0,1,0,0,1,5,1
1,586,1,1,1,"18","1","79.65","2",2,1,3,1,0,0,4,0
0,587,0,2,0,"47","4","15","1",3,0,1,0,0,1,5,0
1,588,0,1,0,"60","6","79.2","3",3,0,3,1,0,0,1,1
0,589,0,3,0,"22","2","8.05","0",3,0,1,0,0,1,6,0
0,590,0,3,0,"28.32","2","8.05","0",3,0,1,0,0,1,6,0
0,591,0,3,0,"35","3","7.125","0",3,0,1,0,0,1,6,0
1,592,0,1,1,"52","5","78.2667","3",1,1,2,0,1,0,3,1
0,593,0,3,0,"47","4","7.25","0",3,0,1,0,0,1,6,0
0,594,0,3,1,"17.36","1","7.75","0",2,1,3,0,0,1,5,2
0,595,0,2,0,"37","3","26","1",3,0,2,1,0,0,5,0
0,596,0,3,0,"36","3","24.15","0",3,0,3,1,0,0,6,0
1,597,0,2,1,"20.72","2","33","1",2,1,1,0,1,0,5,0
0,598,0,3,0,"49","4","0","0",3,0,1,0,1,0,6,0
0,599,0,3,0,"28.32","2","7.225","0",3,0,1,0,0,1,5,1
1,600,0,1,0,"49","4","56.9292","2",3,0,2,0,1,0,0,1
1,601,0,2,1,"24","2","27","1",1,1,4,1,0,0,5,0
0,602,0,3,0,"28.32","2","7.8958","0",3,0,1,0,0,1,6,0
0,603,0,1,0,"42.20","4","42.4","1",3,0,1,0,1,0,2,0
0,604,0,3,0,"44","4","8.05","0",3,0,1,0,0,1,6,0
1,605,0,1,0,"35","3","26.55","2",3,0,1,0,0,1,2,1
0,606,0,3,0,"36","3","15.55","0",3,0,2,1,0,0,6,0
0,607,0,3,0,"30","3","7.8958","0",3,0,1,0,0,1,6,0
1,608,0,1,0,"27","2","30.5","2",3,0,1,0,0,1,2,0
1,609,1,2,1,"22","2","41.5792","0",1,1,4,1,0,0,3,1
1,610,0,1,1,"40","4","153.4625","4",2,1,1,0,1,0,2,0
0,611,0,3,1,"39","3","31.275","0",1,1,7,1,0,0,6,0
0,612,0,3,0,"28.32","2","7.05","0",3,0,1,0,0,1,6,0
1,613,1,3,1,"17.36","1","15.5","0",2,1,2,1,0,0,5,2
0,614,0,3,0,"28.32","2","7.75","0",3,0,1,0,0,1,5,2
0,615,0,3,0,"35","3","8.05","0",3,0,1,0,0,1,6,0
1,616,1,2,1,"24","2","65","1",2,1,4,0,1,0,5,0
0,617,0,3,0,"34","3","14.4","0",3,0,3,1,0,0,6,0
0,618,0,3,1,"26","2","16.1","0",1,1,2,1,0,0,6,0
1,619,1,2,1,"4","0","39","0",2,1,4,1,0,0,5,0
0,620,0,2,0,"26","2","10.5","0",3,0,1,0,0,1,5,0
0,621,0,3,0,"27","2","14.4542","0",3,0,2,1,0,0,5,1
1,622,0,1,0,"42","4","52.5542","2",3,0,2,1,0,0,3,0
1,623,0,3,0,"20","2","15.7417","0",3,0,3,1,0,0,5,1
0,624,0,3,0,"21","2","7.8542","0",3,0,1,0,0,1,6,0
0,625,0,3,0,"21","2","16.1","0",3,0,1,0,1,0,6,0
0,626,0,1,0,"61","6","32.3208","2",3,0,1,0,0,1,3,0
0,627,0,2,0,"57","5","12.35","1",3,0,1,0,0,1,4,2
1,628,0,1,1,"21","2","77.9583","2",2,1,1,0,1,0,3,0
0,629,0,3,0,"26","2","7.8958","0",3,0,1,0,0,1,6,0
0,630,0,3,0,"28.32","2","7.7333","0",3,0,1,0,0,1,5,2
1,631,0,1,0,"80","7","30","2",3,0,1,0,0,1,0,0
0,632,0,3,0,"51","5","7.0542","0",3,0,1,0,0,1,6,0
1,633,0,1,0,"32","3","30.5","2",3,0,1,0,0,1,1,1
0,634,0,1,0,"42.20","4","0","0",3,0,1,0,0,1,2,0
0,635,0,3,1,"9","0","27.9","0",2,1,6,1,0,0,6,0
1,636,0,2,1,"28","2","13","1",2,1,1,0,0,1,5,0
0,637,0,3,0,"32","3","7.925","0",3,0,1,0,0,1,6,0
0,638,0,2,0,"31","3","26.25","0",3,0,3,1,0,0,5,0
0,639,0,3,1,"41","4","39.6875","0",1,1,6,0,1,0,6,0
0,640,0,3,0,"28.32","2","16.1","0",3,0,2,1,0,0,6,0
0,641,0,3,0,"20","2","7.8542","0",3,0,1,0,0,1,6,0
1,642,0,1,1,"24","2","69.3","3",2,1,1,0,1,0,1,1
0,643,0,3,1,"2","0","27.9","0",2,1,6,1,0,0,6,0
1,644,0,3,0,"28.32","2","56.4958","0",3,0,1,0,1,0,6,0
1,645,1,3,1,"0.75","0","19.2583","0",2,1,4,1,0,0,5,1
1,646,0,1,0,"48","4","76.7292","2",3,0,2,0,1,0,3,1
0,647,0,3,0,"19","1","7.8958","0",3,0,1,0,0,1,6,0
1,648,0,1,0,"56","5","35.5","3",3,0,1,0,0,1,0,1
0,649,0,3,0,"28.32","2","7.55","0",3,0,1,0,0,1,6,0
1,650,0,3,1,"23","2","7.55","0",2,1,1,0,0,1,6,0
0,651,0,3,0,"28.32","2","7.8958","0",3,0,1,0,0,1,6,0
1,652,1,2,1,"18","1","23","1",2,1,2,1,0,0,5,0
0,653,0,3,0,"21","2","8.4333","0",3,0,1,0,0,1,6,0
1,654,0,3,1,"17.36","1","7.8292","0",2,1,1,0,0,1,5,2
0,655,0,3,1,"18","1","6.75","0",2,1,1,0,0,1,5,2
0,656,0,2,0,"24","2","73.5","0",3,0,3,0,1,0,5,0
0,657,0,3,0,"28.32","2","7.8958","0",3,0,1,0,0,1,6,0
0,658,0,3,1,"32","3","15.5","0",1,1,3,1,0,0,5,2
0,659,0,2,0,"23","2","13","1",3,0,1,0,0,1,5,0
0,660,0,1,0,"58","5","113.275","3",3,0,3,1,0,0,3,1
1,661,0,1,0,"50","5","133.65","5",3,0,3,1,0,0,2,0
0,662,0,3,0,"40","4","7.225","0",3,0,1,0,0,1,5,1
0,663,0,1,0,"47","4","25.5875","2",3,0,1,0,0,1,4,0
0,664,0,3,0,"36","3","7.4958","0",3,0,1,0,0,1,6,0
1,665,0,3,0,"20","2","7.925","0",3,0,2,0,0,1,6,0
0,666,0,2,0,"32","3","73.5","0",3,0,3,0,1,0,5,0
0,667,0,2,0,"25","2","13","1",3,0,1,0,0,1,5,0
0,668,0,3,0,"28.32","2","7.775","0",3,0,1,0,0,1,6,0
0,669,0,3,0,"43","4","8.05","0",3,0,1,0,0,1,6,0
1,670,0,1,1,"42.89","4","52","2",1,1,2,1,0,0,2,0
1,671,1,2,1,"40","4","39","1",1,1,3,1,0,0,5,0
0,672,0,1,0,"31","3","52","2",3,0,4,1,0,0,1,0
0,673,0,2,0,"70","7","10.5","0",3,0,1,0,0,1,5,0
1,674,0,2,0,"31","3","13","1",3,0,1,0,0,1,5,0
0,675,0,2,0,"32.91","3","0","0",3,0,1,0,0,1,5,0
0,676,0,3,0,"18","1","7.775","0",3,0,1,0,0,1,6,0
0,677,0,3,0,"24.5","2","8.05","0",3,0,1,0,0,1,6,0
1,678,0,3,1,"18","1","9.8417","0",2,1,1,0,0,1,6,0
0,679,0,3,1,"43","4","46.9","0",1,1,8,1,0,0,6,0
1,680,0,1,0,"36","3","512.3292","5",3,0,2,0,1,0,1,1
0,681,0,3,1,"17.36","1","8.1375","0",2,1,1,0,0,1,5,2
1,682,0,1,0,"27","2","76.7292","2",3,0,1,0,1,0,3,1
0,683,0,3,0,"20","2","9.225","0",3,0,1,0,0,1,6,0
0,684,0,3,0,"14","1","46.9","0",3,0,8,1,0,0,6,0
0,685,0,2,0,"60","6","39","1",3,0,3,1,0,0,5,0
0,686,0,2,0,"25","2","41.5792","0",3,0,4,1,0,0,3,1
0,687,0,3,0,"14","1","39.6875","0",3,0,6,0,1,0,6,0
0,688,0,3,0,"19","1","10.1708","0",3,0,1,0,0,1,6,0
0,689,0,3,0,"18","1","7.7958","0",3,0,1,0,0,1,6,0
1,690,0,1,1,"15","1","211.3375","4",2,1,2,0,1,0,1,0
1,691,0,1,0,"31","3","57","2",3,0,2,1,0,0,1,0
1,692,0,3,1,"4","0","13.4167","0",2,1,2,1,0,0,5,1
1,693,0,3,0,"28.32","2","56.4958","0",3,0,1,0,1,0,6,0
0,694,0,3,0,"25","2","7.225","0",3,0,1,0,0,1,5,1
0,695,0,1,0,"60","6","26.55","2",3,0,1,0,0,1,2,0
0,696,0,2,0,"52","5","13.5","1",3,0,1,0,0,1,5,0
0,697,0,3,0,"44","4","8.05","0",3,0,1,0,0,1,6,0
1,698,0,3,1,"17.36","1","7.7333","0",2,1,1,0,0,1,5,2
0,699,0,1,0,"49","4","110.8833","2",3,0,3,0,1,0,2,1
0,700,0,3,0,"42","4","7.65","0",3,0,1,0,0,1,5,0
1,701,0,1,1,"18","1","227.525","4",1,1,2,0,1,0,2,1
1,702,0,1,0,"35","3","26.2875","2",3,0,1,0,0,1,4,0
0,703,0,3,1,"18","1","14.4542","0",2,1,2,1,0,0,5,1
0,704,0,3,0,"25","2","7.7417","0",3,0,1,0,0,1,5,2
0,705,0,3,0,"26","2","7.8542","0",3,0,2,0,0,1,6,0
0,706,0,2,0,"39","3","26","1",3,0,1,0,1,0,5,0
1,707,1,2,1,"45","4","13.5","1",1,1,1,0,0,1,5,0
1,708,0,1,0,"42","4","26.2875","2",3,0,1,0,0,1,4,0
1,709,0,1,1,"22","2","151.55","2",2,1,1,0,1,0,2,0
1,710,1,3,0,"6.09","0","15.2458","0",0,1,3,1,0,0,5,1
1,711,0,1,1,"24","2","49.5042","4",2,1,1,0,0,1,2,1
0,712,0,1,0,"42.20","4","26.55","2",3,0,1,0,0,1,2,0
1,713,0,1,0,"48","4","52","2",3,0,2,1,0,0,2,0
0,714,0,3,0,"29","2","9.4833","0",3,0,1,0,0,1,6,0
0,715,0,2,0,"52","5","13","0",3,0,1,0,1,0,5,0
0,716,0,3,0,"19","1","7.65","0",3,0,1,0,0,1,5,0
1,717,0,1,1,"38","3","227.525","4",2,1,1,0,1,0,2,1
1,718,0,2,1,"27","2","10.5","0",2,1,1,0,0,1,4,0
0,719,0,3,0,"28.32","2","15.5","0",3,0,1,0,1,0,5,2
0,720,0,3,0,"33","3","7.775","0",3,0,1,0,0,1,6,0
1,721,1,2,1,"6","0","33","1",2,1,2,0,1,0,5,0
0,722,0,3,0,"17","1","7.0542","0",3,0,2,0,0,1,6,0
0,723,0,2,0,"34","3","13","1",3,0,1,0,0,1,5,0
0,724,0,2,0,"50","5","13","1",3,0,1,0,0,1,5,0
1,725,0,1,0,"27","2","53.1","2",3,0,2,1,0,0,4,0
0,726,0,3,0,"20","2","8.6625","0",3,0,1,0,0,1,6,0
1,727,0,2,1,"30","3","21","0",1,1,4,1,0,0,5,0
1,728,0,3,1,"17.36","1","7.7375","0",2,1,1,0,0,1,5,2
0,729,0,2,0,"25","2","26","1",3,0,2,1,0,0,5,0
0,730,0,3,1,"25","2","7.925","0",2,1,2,0,0,1,6,0
1,731,0,1,1,"29","2","211.3375","4",2,1,1,0,1,0,1,0
0,732,0,3,0,"11","1","18.7875","0",3,0,1,0,1,0,5,1
0,733,0,2,0,"32.91","3","0","0",3,0,1,0,0,1,5,0
0,734,0,2,0,"23","2","13","1",3,0,1,0,0,1,5,0
0,735,0,2,0,"23","2","13","1",3,0,1,0,0,1,5,0
0,736,0,3,0,"28.5","2","16.1","0",3,0,1,0,1,0,6,0
0,737,0,3,1,"48","4","34.375","0",1,1,5,1,0,0,6,0
1,738,0,1,0,"35","3","512.3292","5",3,0,1,0,1,0,1,1
0,739,0,3,0,"28.32","2","7.8958","0",3,0,1,0,0,1,6,0
0,740,0,3,0,"28.32","2","7.8958","0",3,0,1,0,0,1,6,0
